Player,<5Ft FGM,<5Ft FGA,<5Ft FG%,5-9 Ft FGM,5-9 Ft FGA,5-9 Ft FG%,10-14 Ft FGM,10-14 Ft FGA,10-14 Ft FG%,15-19 Ft FGM,15-19 Ft FGA,15-19 Ft FG%,20-24 Ft FGM,20-24 Ft FGA,20-24 Ft FG%,25-29 Ft FGM,25-29 Ft FGA,25-29 Ft FG%,Year
Vlade Divac,9.1,15.5,0.587,3.6,8.6,0.425,2.4,6.2,0.387,4.6,12.4,0.372,3.5,9.4,0.373,0.8,2.7,0.295,2001
Vladimir Radmanovic,6.4,10.9,0.583,1.7,4.2,0.394,1.2,2.9,0.416,2.9,7,0.412,2,5.4,0.364,1.2,3.4,0.347,2001
Vladimir Stepania,3.7,6.3,0.586,0.9,2.6,0.358,1,2.7,0.37,1.8,4.4,0.42,1.5,3.9,0.378,0.6,1.7,0.333,2001
Vonteego Cummings,2.4,4,0.604,0.8,1.9,0.434,0.9,2.5,0.374,1.3,3.3,0.406,1.1,2.3,0.469,0.7,2,0.354,2001
Voshon Lenard,7.9,13.2,0.598,2,5.4,0.369,1.4,3.1,0.446,3.1,7.5,0.411,2.7,6.2,0.431,0.9,3,0.312,2001
Wally Szczerbiak,11.7,20.3,0.578,2.9,7.8,0.376,2.4,6.2,0.388,5,13.6,0.37,4.6,11.5,0.401,1.8,5.1,0.349,2001
Walt Williams,8.2,13.6,0.603,2.2,5.4,0.409,1.6,4.4,0.367,4.3,9.1,0.476,1.7,5.4,0.32,0.9,2.7,0.331,2001
Walter McCarty,3.5,5.9,0.59,0.9,1.9,0.457,0.9,2.4,0.383,2,5.9,0.338,1.9,4.4,0.436,0.8,2.6,0.317,2001
Wang Zhi-zhi,3.7,6.4,0.573,0.8,2,0.412,0.8,2.1,0.384,1,2.8,0.376,1.7,4.4,0.374,0.5,1.6,0.311,2001
Wesley Person,12,21.8,0.551,2.6,6.2,0.426,2.6,6.7,0.395,5.1,12.6,0.404,3.4,8.3,0.413,2.2,5.4,0.401,2001
Will Solomon,5.5,9.5,0.58,1.2,2.9,0.416,0.9,2.4,0.368,1.8,5.4,0.33,1.5,3.9,0.373,0.7,1.9,0.364,2001
William Avery,3,5.1,0.58,0.9,2.1,0.413,0.9,2,0.455,1.1,3,0.364,1.2,3.5,0.34,0.4,1.2,0.357,2001
Zach Randolph,2.1,3.5,0.601,0.3,1,0.333,0.4,1.3,0.333,1,2.5,0.387,1.5,3.5,0.436,0.4,0.9,0.412,2001
Zeljko Rebraca,4.9,8.6,0.574,1.1,2.9,0.36,1.3,3.8,0.353,2.6,6.7,0.39,1.2,2.8,0.44,0.9,2.6,0.351,2001
Zendon Hamilton,5.7,9.1,0.627,2,4,0.485,0.7,1.9,0.372,2.1,5.1,0.422,2.1,4.7,0.435,0.7,2.1,0.32,2001
Zydrunas Ilgauskas,7,12,0.58,1.6,3.7,0.442,1.6,3.9,0.427,3.3,7.9,0.413,2,4.8,0.407,1.4,3.5,0.401,2001
A.J. Guyton,0.5,0.5,1,1,2,0.5,0,2,0,4,6,0.667,0,0,0,0,0,0,2002
Aaron McKie,8.4,14.8,0.57,2.3,5.4,0.42,2.5,6.4,0.386,3.7,9,0.406,2.5,6.3,0.398,1.9,5.7,0.34,2002
Aaron Williams,6,10.8,0.551,1.1,3.4,0.32,1,3.1,0.331,2.6,6.8,0.377,2.2,5.9,0.369,0.8,2.2,0.364,2002
Adam Harrington,1.8,2.8,0.642,0.7,1.9,0.348,0.6,0.9,0.615,1,2.7,0.371,0.8,1.9,0.419,0.7,1.7,0.417,2002
Adonal Foyle,7.5,14.1,0.534,1.9,5.4,0.353,1.5,4,0.389,2.8,7.6,0.369,2.4,5.6,0.431,1,2.9,0.347,2002
Adrian Griffin,6.2,10.8,0.571,1.4,3.6,0.381,1.3,3.4,0.372,2.2,5.5,0.405,2.4,6.4,0.373,0.6,1.9,0.304,2002
Al Harrington,9.5,16.8,0.564,2,5.1,0.381,2.2,5.6,0.386,3.5,9.6,0.361,2.7,7.4,0.365,1.7,4.8,0.344,2002
Alan Henderson,6,10.4,0.579,1.4,3.7,0.369,1.2,3.3,0.356,2.2,5.9,0.368,1.7,4.6,0.373,1.2,3.1,0.38,2002
Allan Houston,13.1,20.9,0.626,3.3,8.1,0.406,3,7.5,0.401,4.4,11.9,0.368,3.6,9.8,0.368,1.2,3.7,0.31,2002
Allen Iverson,13,22.1,0.589,3.3,7.8,0.426,3.4,9.1,0.374,5.1,12.7,0.402,3.3,8.3,0.395,3,8,0.375,2002
Alton Ford,0.7,1.5,0.5,0.4,1,0.4,0.3,1.3,0.2,0.2,1,0.222,0.4,1.3,0.333,0.6,0.8,0.75,2002
Alvin Williams,11.6,20,0.582,3.8,8.5,0.447,2.6,7,0.365,4,9.7,0.415,2.9,7.3,0.399,1.6,3.6,0.433,2002
Amal McCaskill,2.5,4.3,0.574,0.4,1.6,0.231,0.3,1.5,0.222,1,2.5,0.4,0.6,2,0.313,0.7,1.6,0.455,2002
Amar'e Stoudemire,11.1,18.6,0.595,1.9,4.8,0.386,2,5.4,0.367,4.3,10.8,0.397,3.5,10,0.346,1.1,3.9,0.292,2002
Andre Miller,11.3,19.4,0.58,3.5,8.9,0.391,3.4,7.8,0.433,4.8,11.7,0.405,3.9,9.6,0.401,2,5.8,0.343,2002
Andrei Kirilenko,8.3,14.9,0.556,1.7,4.7,0.363,1.3,3.6,0.363,3,7.7,0.392,3.7,10,0.366,0.9,2.6,0.353,2002
Andrew DeClercq,5.2,8.6,0.603,1.2,3,0.393,1.3,3.3,0.4,2.4,6.5,0.364,1.7,4.4,0.393,0.6,2.2,0.274,2002
Anfernee Hardaway,10.3,17.3,0.597,1.7,4.7,0.356,1.9,5.2,0.355,4.4,11.1,0.396,3.2,9.1,0.35,1.2,3.8,0.305,2002
Ansu Sesay,2.6,5.1,0.509,0.7,2.1,0.333,0.5,1.6,0.333,1.5,3.9,0.373,1,2.9,0.339,0.6,2.3,0.276,2002
Antawn Jamison,14.3,24.5,0.582,3.4,9.5,0.359,3.3,7.8,0.427,5.7,14.6,0.391,4.2,10.1,0.418,1.8,5,0.352,2002
Anthony Carter,5.1,8.7,0.589,1.8,4.5,0.402,1.4,3.8,0.363,2.6,6.1,0.425,2.5,5.6,0.443,0.8,2.4,0.333,2002
Anthony Goldwire,2.4,3.7,0.655,0.8,1.9,0.435,0.1,0.5,0.2,1.4,3.3,0.417,0.4,2.4,0.172,0,0.4,0,2002
Anthony Johnson,3.6,6.5,0.559,0.6,2,0.315,0.8,2.5,0.322,1.7,4.9,0.352,1.1,3.4,0.333,0.6,1.8,0.354,2002
Anthony Mason,10.6,18.1,0.586,2.6,5.4,0.472,3.3,8,0.42,4.1,10.2,0.404,2.9,7.4,0.395,2.1,5.4,0.396,2002
Anthony Peeler,8.7,14.5,0.597,2.3,5.4,0.422,1.6,4.7,0.338,4.1,10,0.405,3.2,8.7,0.367,1.3,4.3,0.308,2002
Antoine Rigaudeau,3.8,5.8,0.656,0.7,1,0.7,0.7,1.7,0.412,0.3,1.8,0.15,1,2.8,0.357,0.4,0.8,0.5,2002
Antoine Walker,11.8,20.3,0.581,2.1,5.7,0.365,2.6,7.4,0.353,6.3,15.1,0.418,5.2,13.5,0.386,1.8,5.5,0.32,2002
Antonio Daniels,4.5,7.4,0.608,0.7,1.9,0.374,0.8,2.1,0.41,1.6,4.1,0.379,1.9,5,0.37,0.7,2.2,0.326,2002
Antonio Davis,11.7,20.8,0.56,4,9.3,0.436,2.8,7.5,0.376,4.1,10.5,0.389,3.3,8.1,0.407,1.5,3.9,0.388,2002
Antonio Harvey,3,5.3,0.571,1.5,2.5,0.6,0.8,2.5,0.3,0,2,0,0.3,1.3,0.2,0,1,0,2002
Art Long,2.3,3.7,0.629,0.4,2,0.214,0.7,1.7,0.378,0.9,2.5,0.349,1.1,2.8,0.393,0.9,2.3,0.405,2002
Arvydas Sabonis,4.7,7.9,0.596,0.8,2.3,0.343,0.9,2.2,0.414,2,4.9,0.406,2.2,6.1,0.355,0.7,2,0.343,2002
Austin Croshere,4,7.6,0.53,1,2.5,0.405,1,2.7,0.393,1.6,4,0.409,1.1,3.2,0.329,0.7,2.4,0.275,2002
Avery Johnson,3.1,5.6,0.566,0.6,1.7,0.353,0.8,2.2,0.381,1,3,0.312,1.1,3.2,0.355,0.5,1.3,0.378,2002
Baron Davis,12.2,21.8,0.558,2.6,5.9,0.434,2.9,8.1,0.357,4.8,13.1,0.371,3.5,9.4,0.369,1.1,3.2,0.34,2002
Ben Wallace,10.7,19.8,0.541,2.7,6.8,0.396,3.3,8.1,0.41,6.3,16.3,0.386,2.4,6.1,0.393,1.5,4.9,0.311,2002
Bimbo Coles,5.9,10.5,0.567,1.4,3.2,0.454,1.6,3.8,0.431,2.7,7.4,0.362,2.1,5.3,0.387,0.6,2.1,0.29,2002
Bo Outlaw,7.1,12.7,0.56,1.2,3.2,0.379,1.4,4.1,0.342,2.9,8,0.361,2.5,7.2,0.34,1,3.3,0.309,2002
Bob Sura,7.3,13.1,0.558,2,5.2,0.384,1.5,3.9,0.389,2.6,7.3,0.36,2.1,5,0.417,1,2.9,0.349,2002
Bobby Jackson,8.5,14.4,0.591,2.5,7.4,0.344,1.6,4.6,0.337,3.7,10.5,0.358,3.5,9.5,0.371,0.8,3.2,0.262,2002
Bobby Simmons,2.8,4.5,0.63,0.6,2.4,0.254,1.1,2.4,0.444,1.6,4.5,0.36,1.9,4.1,0.456,1.1,2.1,0.554,2002
Bonzi Wells,10.2,16.8,0.607,2,5.2,0.386,2,4.9,0.398,4.4,11,0.401,4.5,12.1,0.371,1.1,3.4,0.324,2002
Bostjan Nachbar,1.4,3,0.476,0.6,1.3,0.417,0.6,1.6,0.385,0.8,2.4,0.323,0.9,1.9,0.48,0.2,1.1,0.167,2002
Brad Miller,9.8,17.8,0.546,2.2,5.5,0.395,2.2,6.5,0.347,4.1,10.8,0.375,2.7,7.7,0.354,1.9,5.1,0.379,2002
Brandon Armstrong,1.2,2,0.588,0.6,1.3,0.438,0.2,1.2,0.167,0.6,2,0.3,0.5,1,0.462,0,0.3,0,2002
Brandon Williams,0.5,1.2,0.429,0,0.3,0,0,1,0,0.4,1.8,0.222,0.8,1,0.8,0.5,0.8,0.667,2002
Brendan Haywood,6.6,11,0.603,1.3,4.5,0.284,2,5,0.391,3.9,9.4,0.412,2.5,5.9,0.414,1.3,4,0.334,2002
Brent Barry,10.3,16.6,0.622,2.5,6.1,0.404,2.2,5.4,0.412,4.4,10.9,0.404,3.8,9.4,0.404,1.6,5.2,0.309,2002
Brevin Knight,5.1,9.2,0.557,1.1,3.3,0.33,0.8,2.3,0.372,2.2,5.1,0.436,2.1,5.3,0.401,1.2,3.1,0.389,2002
Brian Cardinal,1,1.4,0.714,0.7,0.7,1,0,1,0,0.5,1.5,0.333,0,2,0,0,0.7,0,2002
Brian Grant,8.4,14.1,0.593,2.6,6.4,0.412,2.5,6.8,0.371,4.4,10.8,0.408,3.4,9.1,0.374,1.1,3,0.363,2002
Brian Scalabrine,3.6,6.4,0.567,1.1,2.7,0.397,1,2.8,0.363,1.6,4.3,0.374,1.5,4,0.379,0.5,1.8,0.254,2002
Brian Shaw,4.2,7.1,0.597,0.9,2.6,0.345,1.1,2.9,0.37,1.5,4.1,0.355,1,3,0.348,0.8,2,0.41,2002
Brian Skinner,5.6,9.2,0.602,1.5,3.3,0.453,1.1,3.5,0.328,2.4,5.4,0.449,1.3,3.4,0.383,1.4,3.9,0.363,2002
Bruce Bowen,8.9,17.2,0.519,2.7,7.1,0.373,2.8,7.3,0.378,4.3,10.7,0.4,2.9,8,0.363,0.9,3,0.291,2002
Bruno Sundov,1.5,2.4,0.629,0.5,1.1,0.444,0.6,1.2,0.476,1.2,2.8,0.436,0.7,1.6,0.444,0.5,1.6,0.32,2002
Bryce Drew,1.9,3.5,0.556,0.7,1.4,0.462,0.3,1.1,0.308,0.5,2.3,0.233,0.7,2.1,0.32,0.4,1,0.429,2002
Bryon Russell,5.5,9.1,0.605,1.4,3.8,0.354,1.7,3.9,0.451,2.7,7,0.377,1.9,4.9,0.391,1.2,3.5,0.348,2002
Calbert Cheaney,8.3,14.5,0.571,2,5.1,0.393,1.6,4.3,0.378,3.4,8.8,0.385,4,11.3,0.351,1,2.6,0.392,2002
Calvin Booth,3,5.7,0.517,0.8,2.3,0.33,0.9,2.4,0.373,1.7,4.4,0.387,1.5,3.7,0.405,0.8,2.3,0.33,2002
Carlos Arroyo,2.5,4.2,0.609,0.8,1.7,0.458,0.5,1.4,0.324,0.7,2.5,0.29,0.6,1.8,0.364,0.2,1.2,0.192,2002
Carlos Boozer,8.9,15.2,0.587,1.6,4,0.404,1.9,4.3,0.447,4,10,0.401,3.1,7.4,0.411,1,3.1,0.326,2002
Caron Butler,9.9,16.8,0.589,2.9,7.1,0.409,2.6,7.3,0.357,4.7,11.7,0.405,4,10.7,0.372,1.3,3.6,0.357,2002
Casey Jacobsen,5.3,9,0.594,1,2.9,0.36,1,2.9,0.345,1.8,5.1,0.351,1.7,5,0.332,0.5,1.9,0.285,2002
Cezary Trybanski,1.8,3.3,0.54,0.8,1.9,0.391,0.4,1,0.417,0.7,1.6,0.458,0.6,2.1,0.267,0.1,0.5,0.25,2002
Charles Oakley,2.5,4.3,0.586,0.9,2.5,0.356,1,2.5,0.417,1.5,3.8,0.4,1.2,3.3,0.378,0.7,2.4,0.309,2002
Charles Smith,2.7,3.3,0.8,0.5,1,0.5,0,0.5,0,0.3,0.7,0.5,0,3,0,0,0,0,2002
Charlie Ward,6.3,10.8,0.583,1.8,4.7,0.392,2,4.3,0.458,2.5,6.9,0.366,2.1,6,0.344,1,3,0.333,2002
Chauncey Billups,9.1,16.4,0.551,2.1,5.1,0.424,2.8,6.3,0.437,4.9,12.7,0.388,1.9,4.9,0.395,1.2,4,0.303,2002
Cherokee Parks,7.2,11.6,0.62,1.8,4.2,0.436,1.9,4,0.47,3.3,7,0.467,2.3,5.8,0.407,2.3,5.8,0.395,2002
Chris Andersen,4.2,7.8,0.537,1.1,3,0.346,1,2.3,0.435,1.9,4.9,0.378,1.9,4.9,0.378,0.6,1.9,0.32,2002
Chris Childs,1.8,3.5,0.524,1.1,2.2,0.5,0.4,1.4,0.308,1.1,2.9,0.375,1.5,3.4,0.441,0.1,0.9,0.167,2002
Chris Crawford,3.2,6,0.533,0.4,0.8,0.5,0,1.2,0,1.6,3,0.533,0.5,1.3,0.4,1.3,2.3,0.556,2002
Chris Dudley,1,3,0.333,0,0,0,1.5,2.5,0.6,0.5,0.5,1,0,1,0,0,1,0,2002
Chris Jefferies,4.5,7.8,0.571,1.2,3,0.416,1.2,3.1,0.388,1.4,4.4,0.332,1.4,3,0.451,0.7,1.7,0.391,2002
Chris Mihm,5.1,9.2,0.551,0.9,2.5,0.35,1.1,2.9,0.388,2.3,5.8,0.401,1.9,4.3,0.431,0.6,2.1,0.27,2002
Chris Mills,4.1,7,0.585,1,3.5,0.271,1,2.5,0.415,1.5,3.8,0.405,1,2.4,0.426,1.2,2.6,0.455,2002
Chris Owens,2,3,0.667,0,0,0,0,0,0,0,1,0,1,2,0.5,1,4,0.25,2002
Chris Webber,12,20.5,0.584,3.4,9.9,0.349,2.4,6.3,0.374,6,15.6,0.386,4.6,12.9,0.359,1.4,4.6,0.298,2002
Chris Whitney,6,10,0.6,1.7,4.1,0.425,1.1,3.2,0.359,2.5,6.8,0.372,2.2,5.6,0.387,1.2,3.1,0.378,2002
Chris Wilcox,3.5,6.2,0.574,0.7,2.2,0.333,0.7,2.3,0.322,1.3,4,0.337,0.8,2.2,0.371,0.5,2.1,0.243,2002
Christian Laettner,8.9,14.3,0.625,1.9,5.7,0.323,2.1,5.5,0.379,3.9,10.2,0.38,3.4,8.2,0.417,1.5,4.5,0.33,2002
Chucky Atkins,5.9,10.7,0.551,1.4,3.9,0.367,1.6,4.5,0.355,3.1,8.4,0.368,1.4,3.5,0.406,0.8,2.4,0.342,2002
Clar. Weatherspoon,8.6,14.3,0.599,2.3,5.6,0.412,2,5,0.411,2.8,7.9,0.359,2.3,6.4,0.356,0.8,2.6,0.302,2002
Clifford Robinson,10.3,18.5,0.556,2.3,5.7,0.411,2.9,7,0.418,5.4,14.2,0.384,2.2,5.5,0.408,1.3,4.1,0.32,2002
Corey Benjamin,5.3,10.3,0.516,0.9,2.4,0.364,1.1,2.7,0.417,2,5.9,0.34,2,5,0.4,0.4,2.1,0.176,2002
Corey Maggette,10,17.2,0.581,2.9,7.4,0.389,2.8,6.6,0.416,4.4,11.1,0.398,3.1,7.6,0.411,1.7,4.8,0.347,2002
Corie Blount,5,8.5,0.591,1.1,2.8,0.374,0.9,2.5,0.373,1.7,5.1,0.327,1.9,5.4,0.343,0.7,2.5,0.281,2002
Corliss Williamson,6.8,12.7,0.534,1.6,4.3,0.374,1.8,4.7,0.38,3.5,9.8,0.363,1.8,4.4,0.415,0.9,3.1,0.297,2002
Courtney Alexander,6.9,12.4,0.557,1.3,3.4,0.385,1.3,3.8,0.348,2.6,7.2,0.363,2,5.2,0.385,0.4,1.8,0.235,2002
Cuttino Mobley,10.8,20.2,0.535,3.2,8.1,0.398,3.2,7.6,0.416,6.6,16.3,0.404,4.4,11.4,0.387,2.1,6,0.345,2002
Dajuan Wagner,10,17.7,0.566,2.1,5,0.428,2.3,5.3,0.435,4.2,10.7,0.391,3.3,8.8,0.374,1.1,3.4,0.31,2002
Dale Davis,8.8,15.2,0.582,1.9,4.6,0.41,1.8,4.5,0.394,4.4,10.6,0.42,4.1,11.3,0.358,0.8,2.7,0.315,2002
Dalibor Bagaric,2.1,3.7,0.568,0.3,0.9,0.375,0.2,0.9,0.25,1.4,3.9,0.359,0.9,2.3,0.381,0,0.5,0,2002
Damon Jones,4.2,6.5,0.643,1.3,4,0.316,0.9,2.6,0.358,2.4,6.3,0.38,1.8,4.7,0.376,0.4,1.9,0.217,2002
Damon Stoudamire,7.4,12.4,0.596,1.3,3.2,0.398,1.4,3.7,0.389,3.3,7.6,0.434,2.8,8,0.357,0.6,2.2,0.271,2002
Damone Brown,6.2,11.8,0.525,3.2,9.2,0.348,1.3,4.8,0.263,2,8.8,0.227,2,5.6,0.357,1.2,2,0.6,2002
Dan Dickau,3,5.1,0.582,0.7,2.5,0.298,1,2.5,0.394,1.4,3.5,0.399,1.6,3.2,0.497,1,2.2,0.462,2002
Dan Gadzuric,5.3,8.7,0.61,1.3,3.4,0.38,1.4,3.4,0.395,2.7,6.2,0.428,1.3,3.3,0.392,0.9,2.8,0.328,2002
Dan Langhi,3,4.9,0.601,0.6,1.7,0.341,0.7,1.7,0.398,1.4,3.6,0.383,0.8,3,0.28,0.5,1.5,0.303,2002
Danny Ferry,3,5.2,0.582,1,2.6,0.38,1,2.4,0.417,1.4,3.6,0.4,0.8,2.6,0.331,0.3,1.2,0.25,2002
Danny Fortson,5.1,9,0.562,0.5,2.4,0.225,0.9,2.1,0.438,1.1,4,0.267,1.6,3.7,0.441,0.6,1.5,0.375,2002
Danny Manning,1.8,2.8,0.649,0.3,1.5,0.2,1.1,2,0.563,1.3,3.2,0.4,0.9,1.6,0.563,0.6,1.8,0.313,2002
Darius Miles,10.4,17.9,0.577,1.8,5,0.367,2.4,5.6,0.433,4.5,12,0.374,3.7,8.7,0.419,1,3.4,0.297,2002
Darrell Armstrong,10.1,16.2,0.622,1.8,4.7,0.379,2.2,5.5,0.403,3.5,9.5,0.373,2.7,7.6,0.361,1.2,3.7,0.325,2002
Darvin Ham,3.1,6.2,0.505,0.9,2.8,0.32,0.7,2.5,0.305,1.5,4.2,0.345,1.3,3.3,0.413,0.9,2.3,0.393,2002
David Robinson,7.1,14.1,0.504,2.1,6,0.352,2.2,6.5,0.339,3.6,9.3,0.392,2.4,6.1,0.392,0.7,2.4,0.277,2002
David Wesley,12.3,22.1,0.555,2.5,6.1,0.404,2.7,7.3,0.374,4.9,12.3,0.401,3.9,10.2,0.382,1,2.9,0.345,2002
DeSagana Diop,3.7,7,0.527,0.6,1.7,0.379,0.8,2,0.386,1.8,4.2,0.418,1.5,3.8,0.395,0.6,1.8,0.346,2002
DeShawn Stevenson,4.5,7,0.638,1.1,2.9,0.403,0.7,2.3,0.325,1.5,4.2,0.35,1.9,4.6,0.405,0.6,2,0.318,2002
Dean Oliver,2.3,4.1,0.565,0.8,2,0.385,0.5,1.3,0.4,0.9,2.1,0.444,0.8,1.9,0.429,0.5,1.2,0.385,2002
Derek Anderson,10.6,18,0.59,2.1,5.2,0.396,2,5,0.402,4.9,11.7,0.42,4.9,13.4,0.361,0.8,2.8,0.278,2002
Derek Fisher,9.6,16.5,0.583,2.9,7.5,0.391,2.8,7.4,0.372,4.9,12.5,0.394,3.5,8.8,0.392,2.1,5.6,0.377,2002
Derrick Coleman,8.2,14.4,0.57,2,5.1,0.397,2,5.5,0.366,3.3,8.6,0.376,1.8,4.8,0.373,1.8,5.3,0.346,2002
Desmond Mason,10,17.4,0.574,2.5,6.2,0.402,2.4,6.1,0.393,4.4,11.4,0.387,3.9,9.5,0.412,2,5.5,0.366,2002
Devean George,6.7,11.7,0.577,1.9,4.5,0.434,1.5,4.6,0.318,3,8.1,0.366,1.9,5.1,0.377,1.5,3.4,0.426,2002
Devin Brown,3.6,5.5,0.655,1.3,2.2,0.6,0.7,1.7,0.417,1.4,5.3,0.271,1.1,2.6,0.435,0,1,0,2002
Dikembe Mutombo,5.1,10.5,0.484,1.7,3.9,0.422,2.1,5,0.429,3.8,9.8,0.381,2.3,6,0.392,0.8,2.1,0.383,2002
Dion Glover,7.8,14.7,0.533,2,5.5,0.372,1.9,5.1,0.373,3.3,8.7,0.383,2.4,6,0.402,1.5,4,0.374,2002
Dirk Nowitzki,12.5,22.3,0.56,2.4,6.5,0.36,2.8,7.3,0.381,4.8,12.1,0.401,5.2,14,0.374,1.2,4.2,0.297,2002
Don Reid,1,1,1,1,1,1,2,3,0.667,2,5,0.4,0,0,0,1,2,0.5,2002
Donnell Harvey,5.9,9.7,0.603,1.5,4.3,0.35,1,2.8,0.348,2.5,7,0.357,2.4,6.1,0.396,1.1,2.9,0.385,2002
Donny Marshall,0.7,1,0.667,0,1,0,0,0,0,0.7,1.7,0.4,0.5,2,0.25,0,0,0,2002
Donyell Marshall,10.7,18.2,0.587,1.9,5,0.379,2.2,5.6,0.393,4.1,10.9,0.379,2.9,8.4,0.347,1.3,4.5,0.294,2002
Doug Christie,10.1,17.3,0.586,3.2,8.7,0.372,2.2,5.6,0.389,5,13.5,0.366,4.1,11.5,0.359,1.2,3.9,0.306,2002
Drew Gooden,9.6,16.3,0.589,2.5,6.4,0.391,1.8,4.6,0.398,3.5,8.7,0.407,3,7.3,0.413,1.2,3.5,0.353,2002
Earl Boykins,6.6,11.6,0.57,1.7,4.7,0.351,1.3,3.4,0.387,2.4,6.9,0.349,2,5,0.409,1,2.7,0.355,2002
Earl Watson,5.4,9.5,0.568,1.1,3.4,0.316,0.9,2.5,0.37,2,4.9,0.412,2.2,5.5,0.4,1,2.7,0.37,2002
Eddie Griffin,6.2,12.1,0.511,1.9,4.8,0.389,1.9,4.7,0.411,4.1,10.1,0.404,2.6,7,0.375,1.1,3.4,0.339,2002
Eddie House,4.9,8.6,0.57,1.5,3.8,0.386,1.6,3.9,0.403,2.3,5.9,0.394,2,5.2,0.374,0.9,2.8,0.336,2002
Eddie Jones,9.6,16.9,0.57,3.3,8.2,0.409,2.6,7.9,0.325,4.8,11.6,0.414,4,10.4,0.383,1.1,3.4,0.338,2002
Eddie Robinson,7.9,13,0.607,1.1,3.2,0.353,1.5,3.6,0.418,2.5,6.8,0.372,1.9,5.7,0.328,0.9,3.1,0.289,2002
Eddy Curry,6.5,11.1,0.586,1.3,3,0.416,1.6,3.7,0.432,2.8,7.6,0.375,2,5.4,0.369,1.1,3.2,0.342,2002
Eduardo Najera,7.4,12.9,0.575,1.4,3.9,0.348,1.5,4.1,0.362,2.5,6.8,0.364,3.1,8.8,0.357,0.8,2.4,0.324,2002
Efthimios Rentzias,1.3,2,0.634,0.3,0.9,0.353,0.6,0.8,0.722,0.7,1.5,0.471,0.3,1.3,0.2,0.5,1,0.522,2002
Elden Campbell,4.1,7.6,0.537,0.9,2.8,0.342,1.3,3.3,0.397,1.9,5.1,0.365,1.5,4.2,0.355,0.7,2.1,0.347,2002
Elton Brand,11.7,20.8,0.56,3.8,9.7,0.39,3.9,9.1,0.43,5.2,13.4,0.387,4.2,10.7,0.396,1.9,5.6,0.343,2002
Emanual Davis,4.2,7.7,0.541,1,2.6,0.397,0.7,2.5,0.281,1.6,5.2,0.306,1.4,3.8,0.363,1.1,2.7,0.404,2002
Eric Piatkowski,6.7,11.9,0.563,1.6,4.5,0.35,2,4.9,0.4,3,7.3,0.413,2.1,5.6,0.375,1.3,3.5,0.366,2002
Eric Snow,11.4,19.4,0.586,2.8,6.7,0.422,3.1,8.4,0.372,4.6,11.3,0.41,2.9,7.3,0.389,2.7,7.2,0.37,2002
Eric Williams,7.7,13.4,0.57,1.2,3.7,0.326,1.8,5.1,0.356,4.7,11.1,0.424,3.7,9.6,0.389,1.2,3.7,0.322,2002
Erick Dampier,8.5,14.6,0.584,2.1,5.7,0.366,2.1,4.9,0.424,4,9.6,0.418,2.6,6.4,0.398,1,3,0.329,2002
Erick Strickland,5.4,10.1,0.536,1.3,3.4,0.368,1.3,3.7,0.344,2.2,6,0.372,1.5,4,0.38,1,3.3,0.299,2002
Ervin Johnson,5.1,9,0.563,1.3,2.9,0.45,1.5,4.3,0.346,2,5.3,0.379,1.6,4.2,0.378,1.1,2.6,0.411,2002
Etan Thomas,4.1,6.4,0.638,0.9,2.6,0.364,1.5,3.1,0.486,1.9,5.4,0.344,1.2,3.6,0.341,0.7,2.3,0.312,2002
Evan Eschmeyer,2.2,4.4,0.514,0.4,1.3,0.3,0.1,0.9,0.143,1.1,3.2,0.342,1,3.5,0.288,0.7,1.3,0.538,2002
Flip Murray,1.3,2.4,0.545,0.3,1.3,0.2,0.6,1.6,0.357,1,2.1,0.476,0.6,1.5,0.438,0.7,1.6,0.429,2002
Frank Williams,2.4,4.3,0.556,1.1,2.6,0.429,0.6,1.4,0.409,1.5,3.2,0.455,0.9,2.3,0.419,0.4,0.8,0.571,2002
Fred Hoiberg,3.7,6.4,0.58,0.8,2,0.379,0.8,2.4,0.336,1.7,4.3,0.398,1.5,4.7,0.322,0.8,2.2,0.351,2002
Fred Jones,1.5,2.9,0.527,0.4,1.1,0.357,0.4,1.5,0.25,1.3,3.9,0.34,0.6,1.9,0.308,0.5,1.8,0.286,2002
Gary Payton,12,20.2,0.59,2.9,7.1,0.403,2.8,7,0.398,5.4,13.2,0.405,4.7,11.4,0.413,2.4,6.4,0.381,2002
Gary Trent,4.8,8.3,0.576,1.2,3.2,0.389,0.9,2.5,0.355,2.3,5.8,0.39,1.8,4.8,0.382,0.8,2.6,0.292,2002
George Lynch,6,11.1,0.539,1.1,3,0.376,1.4,3.7,0.382,2.3,6.5,0.358,1.8,5,0.372,0.6,1.7,0.37,2002
Gerald Wallace,3.8,6.6,0.584,1.1,3.2,0.341,0.8,2.6,0.314,1.9,5,0.384,1.4,3.9,0.356,0.4,1.8,0.219,2002
Gilbert Arenas,12.9,22.1,0.584,2.9,8.3,0.353,3,7,0.428,5.2,13,0.398,3.6,9,0.402,1.5,4.6,0.327,2002
Glen Rice,6.7,12.3,0.543,1.9,5,0.387,1.7,4.2,0.4,3.6,9.5,0.379,2.6,6.8,0.38,1.4,3.9,0.365,2002
Glenn Robinson,12.9,22.4,0.576,2.6,7.6,0.347,2.9,7.9,0.369,5.2,13.1,0.396,3.6,8.6,0.416,2.2,6,0.362,2002
